,Name,Date,Likes,isPinned,Comment
72,Tataumlives,12 May 2014 10:33pm,1,False,"I neither claimed to be a 'hero' nor do I 'blame' the opposition, I've simply pointed out the gross discrepancies between the film's depiction and the reality of Nazi Germany and most Germans' response to it. The fact remains that the opposition - heroic or not - was largely ineffecitve and the main reason it was so ineffective was because the vast majority of Germans remained solidly behind Hitler right up to the very end. As for the 20,000 who were executed by the courts, most of those were for quite mundane 'crimes', such as expressing simple discontent and disgruntlement or making fun of the Nazi leadership, taking more food than they were entitled too, or profiteering and other such wartime offences and can in no way be interpreted as a groundswell of opposition to Hitler, and certainly not as examples of fearless opposition to the regime. Like the programme makers, you are scraping the barrel, scouring the scant evidence for what little humanity and resistance there was and stretching it way beyond what it amounts to in fact, imposing an entirely unreal edifice onto the rather unheroic and profane reality."
73,IlikeBrits,12 May 2014 10:34pm,2,False,So what? Kill us Germans the evil of the world?
74,justlittleoldme,12 May 2014 10:46pm,0,False,"the main reason it was so ineffective was because the vast majority of Germans remained solidly behind Hitler right up to the very end.      most of those were for quite mundane 'crimes', such as expressing simple discontent and disgruntlement or making fun of the Nazi leadership   i think you inadvertently hit the nail on the head with that one (if we read &quot;solidly behind Hitler&quot; with a slightly nuanced eye)."
75,Tataumlives,12 May 2014 10:56pm,2,False,"I’m sorry you are unhappy with your country’s history and that it can’t made fit your own new age prejudices and presumptions, but immersing yourself in a politically correct, mutli-kulti revisionist fantasy of your past is not going to help you come to terms with why your parent's, or grandparent's generation commit the crimes they did. Face up to it and stop playing the ‘victim’!"
76,Tataumlives,12 May 2014 10:59pm,0,False,"'Solid' is not a word given to nuance, it says exactly what I meant it to, and which the historical record proves beyond dispute, one which clearly isn't palatable to those who prefer their history to be packaged and open to limitless revision and manipulation just to fit fashionable, politically correct opinion."
77,IlikeBrits,12 May 2014 11:00pm,3,False,"Even you confirm that one could lose his head simply to make jokes about the nazis, has the brashness to suspect the 20.000 killed by nazi court procedures as ordinary criminals?I guess you would have been a perfect nazi henchman yourself."
78,IlikeBrits,12 May 2014 11:15pm,2,False,We do face our history but I really do not acept that self-satisfied would be heroes like you have the right to call the German nazi victims as ordinary criminals. That's all.
79,Tataumlives,12 May 2014 11:18pm,1,False,"Once again twisting my words. I did not say they were ordinary criminals but that most of them were 'guilty' of petty acts that were criminalised in war time and which was taken to extremes in the final death throes of Hitler's Germany.  Read the court reports if you don't believe me, the German statute books were bulging with minor offences that earned the death penalty, but that still doesn't make them opponents of the regime, if anything it shows agains how slavishly servile and subservient Germans became to the most brutally extreme and indiscriminately violent regime in history. An excellent account is provided in the book Furchtbare Juristen which also demonstrates the degree to which the German legal profession whored itself to the regime and rode roughshod over their own professional and legal ethics in their obsequious determination to please Hitler's henchman, not least in the drafting of the Nuremberg Laws and their extension to occupied Eastern Europe. I can't make you face up to facts, but shooting the messenger won't help."
80,justlittleoldme,12 May 2014 11:27pm,1,False,"i don't think you understand the contradiction you made in your original statement. read it again and think really hard. then question 'solid', which, really, is itself not a solid word. and i'd really like to see the historical record you keep referring to. please, if you could point me in the right direction (and not towards a book made about some tapes that were found in a loft and were supposedly made in a prisoner of war camp, where, ya know, some nationalistic chest beating may have taken place), i'd greatly appreciate it. i'm always up for a bit more reading."
81,justlittleoldme,12 May 2014 11:33pm,2,False,"don't you think you're reading a bit too much into all of this in terms of willing compliance? you talk about henchmen, death for 'minor' crimes, brutality, and force, yet you then turn around and say that the people who 'went along' with Hitler did so out of willingness? 'slavishly servile and subservient'? isn't it possible that you're trying to fit round peg in square hole here? it would be understandable, as most of us have never experienced what it is like to live under a brutal totalitarian regime. but isn't it our responsibility - and one of the points this programme brings up - to recognise how that can happen? yes, there were people in germany who beat the drums, but it is inaccurate and unfair to paint all germans with that same brush. compliance is not always willing, and motivations are not always homogenous."
